product_id,product_name,category,description,price,rating,image_url,user_id,user_rating
PROD_0125,Hydrating Facial Cleanser Model Y,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,279.02,3.0,https://images.example.com/products/prod_0125.jpg,,
PROD_0126,Noise-Canceling Wireless Headphones Model Z,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,485.16,4.4,https://images.example.com/products/prod_0126.jpg,,
PROD_0127,Slim-Fit Denim Jacket Model A,Apparel,Timeless vintage denim jacket with durable stitching and dual chest pockets. High quality item designed for daily use.,470.5,4.7,https://images.example.com/products/prod_0127.jpg,,
PROD_0128,Automatic Espresso Machine Model B,Home & Kitchen,Compact 15-bar pump espresso maker with integrated milk frother wand. High quality item designed for daily use.,303.97,4.8,https://images.example.com/products/prod_0128.jpg,,
PROD_0129,Mastering Machine Learning with Python Model C,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",55.64,3.0,https://images.example.com/products/prod_0129.jpg,,
PROD_0130,Organic Argan Oil Hair Mask Model D,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,34.55,3.3,https://images.example.com/products/prod_0130.jpg,,
PROD_0131,Noise-Canceling Wireless Headphones Model E,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,201.98,3.2,https://images.example.com/products/prod_0131.jpg,,
PROD_0132,Thermal Compression Leggings Model F,Apparel,High-waisted workout leggings with moisture-wicking technology and side pockets. High quality item designed for daily use.,416.5,3.4,https://images.example.com/products/prod_0132.jpg,,
PROD_0133,Robotic Vacuum Cleaner Model G,Home & Kitchen,Smart Wi-Fi connected robot vacuum with self-charging and laser mapping navigation. High quality item designed for daily use.,149.45,3.9,https://images.example.com/products/prod_0133.jpg,,
PROD_0134,Designing Data-Intensive Applications Model H,Books,"Essential handbook for building scalable, reliable, and maintainable software systems. High quality item designed for daily use.",81.2,4.5,https://images.example.com/products/prod_0134.jpg,,
PROD_0135,Hydrating Facial Cleanser Model I,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,48.84,5.0,https://images.example.com/products/prod_0135.jpg,,
PROD_0136,Noise-Canceling Wireless Headphones Model J,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,388.96,3.0,https://images.example.com/products/prod_0136.jpg,,
PROD_0137,Classic Unisex Cotton Hoodie Model K,Apparel,Soft fleece lined pullover hoodie available in multiple neutral colors. High quality item designed for daily use.,15.19,4.5,https://images.example.com/products/prod_0137.jpg,,
PROD_0138,Stainless Steel Cookware Set Model L,Home & Kitchen,10-piece non-stick induction compatible pan and pot set. High quality item designed for daily use.,357.09,4.3,https://images.example.com/products/prod_0138.jpg,,
PROD_0139,Mastering Machine Learning with Python Model M,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",388.49,2.7,https://images.example.com/products/prod_0139.jpg,,
PROD_0140,Organic Argan Oil Hair Mask Model N,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,187.25,2.8,https://images.example.com/products/prod_0140.jpg,,
PROD_0141,Noise-Canceling Wireless Headphones Model O,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,433.25,4.1,https://images.example.com/products/prod_0141.jpg,,
PROD_0142,Breathable Running Shoes Model P,Apparel,Lightweight mesh athletic sneakers designed for endurance running and training. High quality item designed for daily use.,173.81,2.7,https://images.example.com/products/prod_0142.jpg,,
PROD_0143,Automatic Espresso Machine Model Q,Home & Kitchen,Compact 15-bar pump espresso maker with integrated milk frother wand. High quality item designed for daily use.,164.1,3.3,https://images.example.com/products/prod_0143.jpg,,
PROD_0144,Designing Data-Intensive Applications Model R,Books,"Essential handbook for building scalable, reliable, and maintainable software systems. High quality item designed for daily use.",368.18,4.1,https://images.example.com/products/prod_0144.jpg,,
PROD_0145,Hydrating Facial Cleanser Model S,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,445.01,3.7,https://images.example.com/products/prod_0145.jpg,,
PROD_0146,Noise-Canceling Wireless Headphones Model T,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,70.8,4.3,https://images.example.com/products/prod_0146.jpg,,
PROD_0147,Slim-Fit Denim Jacket Model U,Apparel,Timeless vintage denim jacket with durable stitching and dual chest pockets. High quality item designed for daily use.,383.38,3.9,https://images.example.com/products/prod_0147.jpg,,
PROD_0148,Robotic Vacuum Cleaner Model V,Home & Kitchen,Smart Wi-Fi connected robot vacuum with self-charging and laser mapping navigation. High quality item designed for daily use.,388.34,3.7,https://images.example.com/products/prod_0148.jpg,,
PROD_0149,Mastering Machine Learning with Python Model W,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",267.33,3.6,https://images.example.com/products/prod_0149.jpg,,
PROD_0150,Organic Argan Oil Hair Mask Model X,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,24.89,2.8,https://images.example.com/products/prod_0150.jpg,,
PROD_0151,Noise-Canceling Wireless Headphones Model Y,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,27.82,4.1,https://images.example.com/products/prod_0151.jpg,,
PROD_0152,Thermal Compression Leggings Model Z,Apparel,High-waisted workout leggings with moisture-wicking technology and side pockets. High quality item designed for daily use.,165.75,3.8,https://images.example.com/products/prod_0152.jpg,,
PROD_0153,Stainless Steel Cookware Set Model A,Home & Kitchen,10-piece non-stick induction compatible pan and pot set. High quality item designed for daily use.,454.93,3.1,https://images.example.com/products/prod_0153.jpg,,
PROD_0154,Designing Data-Intensive Applications Model B,Books,"Essential handbook for building scalable, reliable, and maintainable software systems. High quality item designed for daily use.",212.56,4.4,https://images.example.com/products/prod_0154.jpg,,
PROD_0155,Hydrating Facial Cleanser Model C,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,124.04,2.7,https://images.example.com/products/prod_0155.jpg,,
PROD_0156,Noise-Canceling Wireless Headphones Model D,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,153.75,2.9,https://images.example.com/products/prod_0156.jpg,,
PROD_0157,Classic Unisex Cotton Hoodie Model E,Apparel,Soft fleece lined pullover hoodie available in multiple neutral colors. High quality item designed for daily use.,465.72,4.5,https://images.example.com/products/prod_0157.jpg,,
PROD_0158,Automatic Espresso Machine Model F,Home & Kitchen,Compact 15-bar pump espresso maker with integrated milk frother wand. High quality item designed for daily use.,321.28,4.7,https://images.example.com/products/prod_0158.jpg,,
PROD_0159,Mastering Machine Learning with Python Model G,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",404.28,3.0,https://images.example.com/products/prod_0159.jpg,,
PROD_0160,Organic Argan Oil Hair Mask Model H,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,447.61,3.8,https://images.example.com/products/prod_0160.jpg,,
PROD_0161,Noise-Canceling Wireless Headphones Model I,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,406.12,4.7,https://images.example.com/products/prod_0161.jpg,,
PROD_0162,Breathable Running Shoes Model J,Apparel,Lightweight mesh athletic sneakers designed for endurance running and training. High quality item designed for daily use.,167.52,2.8,https://images.example.com/products/prod_0162.jpg,,
PROD_0163,Robotic Vacuum Cleaner Model K,Home & Kitchen,Smart Wi-Fi connected robot vacuum with self-charging and laser mapping navigation. High quality item designed for daily use.,123.62,3.6,https://images.example.com/products/prod_0163.jpg,,
PROD_0164,Designing Data-Intensive Applications Model L,Books,"Essential handbook for building scalable, reliable, and maintainable software systems. High quality item designed for daily use.",411.27,4.7,https://images.example.com/products/prod_0164.jpg,,
PROD_0165,Hydrating Facial Cleanser Model M,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,15.89,3.8,https://images.example.com/products/prod_0165.jpg,,
PROD_0166,Noise-Canceling Wireless Headphones Model N,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,215.98,3.1,https://images.example.com/products/prod_0166.jpg,,
PROD_0167,Slim-Fit Denim Jacket Model O,Apparel,Timeless vintage denim jacket with durable stitching and dual chest pockets. High quality item designed for daily use.,70.93,3.3,https://images.example.com/products/prod_0167.jpg,,
PROD_0168,Stainless Steel Cookware Set Model P,Home & Kitchen,10-piece non-stick induction compatible pan and pot set. High quality item designed for daily use.,472.16,3.3,https://images.example.com/products/prod_0168.jpg,,
PROD_0169,Mastering Machine Learning with Python Model Q,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",265.41,4.3,https://images.example.com/products/prod_0169.jpg,,
PROD_0170,Organic Argan Oil Hair Mask Model R,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,189.77,4.9,https://images.example.com/products/prod_0170.jpg,,
PROD_0171,Noise-Canceling Wireless Headphones Model S,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,481.68,3.1,https://images.example.com/products/prod_0171.jpg,,
PROD_0172,Thermal Compression Leggings Model T,Apparel,High-waisted workout leggings with moisture-wicking technology and side pockets. High quality item designed for daily use.,254.9,3.3,https://images.example.com/products/prod_0172.jpg,,
PROD_0173,Automatic Espresso Machine Model U,Home & Kitchen,Compact 15-bar pump espresso maker with integrated milk frother wand. High quality item designed for daily use.,151.36,2.6,https://images.example.com/products/prod_0173.jpg,,
PROD_0174,Designing Data-Intensive Applications Model V,Books,"Essential handbook for building scalable, reliable, and maintainable software systems. High quality item designed for daily use.",309.66,3.8,https://images.example.com/products/prod_0174.jpg,,
PROD_0175,Hydrating Facial Cleanser Model W,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,37.6,3.2,https://images.example.com/products/prod_0175.jpg,,
PROD_0176,Noise-Canceling Wireless Headphones Model X,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,455.27,3.1,https://images.example.com/products/prod_0176.jpg,,
PROD_0177,Classic Unisex Cotton Hoodie Model Y,Apparel,Soft fleece lined pullover hoodie available in multiple neutral colors. High quality item designed for daily use.,83.13,3.7,https://images.example.com/products/prod_0177.jpg,,
PROD_0178,Robotic Vacuum Cleaner Model Z,Home & Kitchen,Smart Wi-Fi connected robot vacuum with self-charging and laser mapping navigation. High quality item designed for daily use.,492.99,3.1,https://images.example.com/products/prod_0178.jpg,,
PROD_0179,Mastering Machine Learning with Python Model A,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",340.16,4.4,https://images.example.com/products/prod_0179.jpg,,
PROD_0180,Organic Argan Oil Hair Mask Model B,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,128.35,4.3,https://images.example.com/products/prod_0180.jpg,,
PROD_0181,Noise-Canceling Wireless Headphones Model C,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,191.79,4.1,https://images.example.com/products/prod_0181.jpg,,
PROD_0182,Breathable Running Shoes Model D,Apparel,Lightweight mesh athletic sneakers designed for endurance running and training. High quality item designed for daily use.,321.34,3.8,https://images.example.com/products/prod_0182.jpg,,
PROD_0183,Stainless Steel Cookware Set Model E,Home & Kitchen,10-piece non-stick induction compatible pan and pot set. High quality item designed for daily use.,56.52,4.6,https://images.example.com/products/prod_0183.jpg,,
PROD_0184,Designing Data-Intensive Applications Model F,Books,"Essential handbook for building scalable, reliable, and maintainable software systems. High quality item designed for daily use.",168.88,3.0,https://images.example.com/products/prod_0184.jpg,,
PROD_0185,Hydrating Facial Cleanser Model G,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,32.38,4.0,https://images.example.com/products/prod_0185.jpg,,
PROD_0186,Noise-Canceling Wireless Headphones Model H,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,342.81,2.5,https://images.example.com/products/prod_0186.jpg,,
PROD_0187,Slim-Fit Denim Jacket Model I,Apparel,Timeless vintage denim jacket with durable stitching and dual chest pockets. High quality item designed for daily use.,262.14,3.1,https://images.example.com/products/prod_0187.jpg,,
PROD_0188,Automatic Espresso Machine Model J,Home & Kitchen,Compact 15-bar pump espresso maker with integrated milk frother wand. High quality item designed for daily use.,327.02,2.9,https://images.example.com/products/prod_0188.jpg,,
PROD_0189,Mastering Machine Learning with Python Model K,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",349.33,3.5,https://images.example.com/products/prod_0189.jpg,,
PROD_0190,Organic Argan Oil Hair Mask Model L,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,469.15,2.8,https://images.example.com/products/prod_0190.jpg,,
PROD_0191,Noise-Canceling Wireless Headphones Model M,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,178.77,2.8,https://images.example.com/products/prod_0191.jpg,,
PROD_0192,Thermal Compression Leggings Model N,Apparel,High-waisted workout leggings with moisture-wicking technology and side pockets. High quality item designed for daily use.,463.28,4.7,https://images.example.com/products/prod_0192.jpg,,
PROD_0193,Robotic Vacuum Cleaner Model O,Home & Kitchen,Smart Wi-Fi connected robot vacuum with self-charging and laser mapping navigation. High quality item designed for daily use.,138.24,4.1,https://images.example.com/products/prod_0193.jpg,,
PROD_0194,Designing Data-Intensive Applications Model P,Books,"Essential handbook for building scalable, reliable, and maintainable software systems. High quality item designed for daily use.",410.89,3.9,https://images.example.com/products/prod_0194.jpg,,
PROD_0195,Hydrating Facial Cleanser Model Q,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,270.7,3.1,https://images.example.com/products/prod_0195.jpg,,
PROD_0196,Noise-Canceling Wireless Headphones Model R,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,57.89,4.7,https://images.example.com/products/prod_0196.jpg,,
PROD_0197,Classic Unisex Cotton Hoodie Model S,Apparel,Soft fleece lined pullover hoodie available in multiple neutral colors. High quality item designed for daily use.,451.44,4.1,https://images.example.com/products/prod_0197.jpg,,
PROD_0198,Stainless Steel Cookware Set Model T,Home & Kitchen,10-piece non-stick induction compatible pan and pot set. High quality item designed for daily use.,177.77,3.4,https://images.example.com/products/prod_0198.jpg,,
PROD_0199,Mastering Machine Learning with Python Model U,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",366.4,4.7,https://images.example.com/products/prod_0199.jpg,,
PROD_0200,Organic Argan Oil Hair Mask Model V,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,444.95,4.4,https://images.example.com/products/prod_0200.jpg,,
PROD_0201,Noise-Canceling Wireless Headphones Model W,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,325.48,2.7,https://images.example.com/products/prod_0201.jpg,,
PROD_0202,Breathable Running Shoes Model X,Apparel,Lightweight mesh athletic sneakers designed for endurance running and training. High quality item designed for daily use.,91.29,4.7,https://images.example.com/products/prod_0202.jpg,,
PROD_0203,Automatic Espresso Machine Model Y,Home & Kitchen,Compact 15-bar pump espresso maker with integrated milk frother wand. High quality item designed for daily use.,308.13,2.5,https://images.example.com/products/prod_0203.jpg,,
PROD_0204,Designing Data-Intensive Applications Model Z,Books,"Essential handbook for building scalable, reliable, and maintainable software systems. High quality item designed for daily use.",61.97,4.2,https://images.example.com/products/prod_0204.jpg,,
PROD_0205,Hydrating Facial Cleanser Model A,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,14.97,2.9,https://images.example.com/products/prod_0205.jpg,,
PROD_0206,Noise-Canceling Wireless Headphones Model B,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,280.0,4.2,https://images.example.com/products/prod_0206.jpg,,
PROD_0207,Slim-Fit Denim Jacket Model C,Apparel,Timeless vintage denim jacket with durable stitching and dual chest pockets. High quality item designed for daily use.,330.32,3.1,https://images.example.com/products/prod_0207.jpg,,
PROD_0208,Robotic Vacuum Cleaner Model D,Home & Kitchen,Smart Wi-Fi connected robot vacuum with self-charging and laser mapping navigation. High quality item designed for daily use.,359.68,3.1,https://images.example.com/products/prod_0208.jpg,,
PROD_0209,Mastering Machine Learning with Python Model E,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",171.13,4.4,https://images.example.com/products/prod_0209.jpg,,
PROD_0210,Organic Argan Oil Hair Mask Model F,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,329.19,4.6,https://images.example.com/products/prod_0210.jpg,,
PROD_0211,Noise-Canceling Wireless Headphones Model G,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,333.08,3.9,https://images.example.com/products/prod_0211.jpg,,
PROD_0212,Thermal Compression Leggings Model H,Apparel,High-waisted workout leggings with moisture-wicking technology and side pockets. High quality item designed for daily use.,58.17,3.4,https://images.example.com/products/prod_0212.jpg,,
PROD_0213,Stainless Steel Cookware Set Model I,Home & Kitchen,10-piece non-stick induction compatible pan and pot set. High quality item designed for daily use.,141.78,3.1,https://images.example.com/products/prod_0213.jpg,,
PROD_0214,Designing Data-Intensive Applications Model J,Books,"Essential handbook for building scalable, reliable, and maintainable software systems. High quality item designed for daily use.",486.83,3.5,https://images.example.com/products/prod_0214.jpg,,
PROD_0215,Hydrating Facial Cleanser Model K,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,447.36,4.1,https://images.example.com/products/prod_0215.jpg,,
PROD_0216,Noise-Canceling Wireless Headphones Model L,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,399.96,3.8,https://images.example.com/products/prod_0216.jpg,,
PROD_0217,Classic Unisex Cotton Hoodie Model M,Apparel,Soft fleece lined pullover hoodie available in multiple neutral colors. High quality item designed for daily use.,293.73,3.7,https://images.example.com/products/prod_0217.jpg,,
PROD_0218,Automatic Espresso Machine Model N,Home & Kitchen,Compact 15-bar pump espresso maker with integrated milk frother wand. High quality item designed for daily use.,107.68,4.3,https://images.example.com/products/prod_0218.jpg,,
PROD_0219,Mastering Machine Learning with Python Model O,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",149.37,2.6,https://images.example.com/products/prod_0219.jpg,,
PROD_0220,Organic Argan Oil Hair Mask Model P,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,327.16,2.9,https://images.example.com/products/prod_0220.jpg,,
PROD_0221,Noise-Canceling Wireless Headphones Model Q,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,470.96,4.9,https://images.example.com/products/prod_0221.jpg,,
PROD_0222,Breathable Running Shoes Model R,Apparel,Lightweight mesh athletic sneakers designed for endurance running and training. High quality item designed for daily use.,458.49,3.4,https://images.example.com/products/prod_0222.jpg,,
PROD_0223,Robotic Vacuum Cleaner Model S,Home & Kitchen,Smart Wi-Fi connected robot vacuum with self-charging and laser mapping navigation. High quality item designed for daily use.,20.03,4.8,https://images.example.com/products/prod_0223.jpg,,
PROD_0224,Designing Data-Intensive Applications Model T,Books,"Essential handbook for building scalable, reliable, and maintainable software systems. High quality item designed for daily use.",221.24,4.9,https://images.example.com/products/prod_0224.jpg,,
PROD_0225,Hydrating Facial Cleanser Model U,Beauty & Personal Care,Gentle foaming face wash infused with hyaluronic acid and essential ceramides. High quality item designed for daily use.,482.26,4.6,https://images.example.com/products/prod_0225.jpg,,
PROD_0226,Noise-Canceling Wireless Headphones Model V,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,156.04,3.5,https://images.example.com/products/prod_0226.jpg,,
PROD_0227,Slim-Fit Denim Jacket Model W,Apparel,Timeless vintage denim jacket with durable stitching and dual chest pockets. High quality item designed for daily use.,427.42,3.3,https://images.example.com/products/prod_0227.jpg,,
PROD_0228,Stainless Steel Cookware Set Model X,Home & Kitchen,10-piece non-stick induction compatible pan and pot set. High quality item designed for daily use.,95.13,3.9,https://images.example.com/products/prod_0228.jpg,,
PROD_0229,Mastering Machine Learning with Python Model Y,Books,"A comprehensive guide to practical data science, neural networks, and AI algorithms. High quality item designed for daily use.",468.87,4.2,https://images.example.com/products/prod_0229.jpg,,
PROD_0230,Organic Argan Oil Hair Mask Model Z,Beauty & Personal Care,Deep conditioning hair repair treatment enriched with vitamin E and botanical oils. High quality item designed for daily use.,290.4,2.7,https://images.example.com/products/prod_0230.jpg,,
PROD_0231,Noise-Canceling Wireless Headphones Model A,Electronics,Premium Bluetooth over-ear headphones with active noise cancellation and 30-hour battery life. High quality item designed for daily use.,312.31,5.0,https://images.example.com/products/prod_0231.jpg,,
PROD_0232,Thermal Compression Leggings Model B,Apparel,High-waisted workout leggings with moisture-wicking technology and side pockets. High quality item designed for daily use.,80.79,3.8,https://images.example.com/products/prod_0232.jpg,,
PROD_0233,Automatic Espresso Machine Model C,Home & Kitchen,Compact 15-bar pump espresso maker with integrated milk frother wand. High quality item designed for daily use.,440.21,4.4,https://images.example.com/products/prod_0233.jpg,,
PROD_0237,Classic Unisex Cotton Hoodie Model G,Apparel,Soft fleece lined pullover hoodie available in multiple neutral colors. High quality item designed for daily use.,435.19,4.8,https://images.example.com/products/prod_0237.jpg,,
PROD_0238,Robotic Vacuum Cleaner Model H,Home & Kitchen,Smart Wi-Fi connected robot vacuum with self-charging and laser mapping navigation. High quality item designed for daily use.,261.77,3.8,https://images.example.com/products/prod_0238.jpg,,
PROD_0242,Breathable Running Shoes Model L,Apparel,Lightweight mesh athletic sneakers designed for endurance running and training. High quality item designed for daily use.,195.59,2.7,https://images.example.com/products/prod_0242.jpg,,
