user_id,product_id,user_rating
USER_036,PROD_0134,3.0
USER_029,PROD_0225,1.0
USER_002,PROD_0162,2.0
USER_020,PROD_0242,1.0
USER_036,PROD_0205,1.0
USER_015,PROD_0130,4.0
USER_008,PROD_0140,4.0
USER_019,PROD_0231,3.0
USER_027,PROD_0224,4.0
USER_016,PROD_0217,5.0
USER_010,PROD_0199,2.0
USER_039,PROD_0231,2.0
USER_005,PROD_0171,4.0
USER_022,PROD_0230,3.0
USER_001,PROD_0173,3.0
USER_038,PROD_0249,4.0
USER_010,PROD_0215,5.0
USER_031,PROD_0189,3.0
USER_036,PROD_0240,4.0
USER_030,PROD_0183,2.0
USER_016,PROD_0247,4.0
USER_015,PROD_0206,1.0
USER_021,PROD_0222,4.0
USER_025,PROD_0139,4.0
USER_003,PROD_0133,5.0
USER_038,PROD_0185,1.0
USER_029,PROD_0126,5.0
USER_030,PROD_0104,2.0
USER_027,PROD_0140,1.0
USER_031,PROD_0168,3.0
USER_040,PROD_0202,1.0
USER_022,PROD_0237,4.0
USER_021,PROD_0225,5.0
USER_003,PROD_0118,2.0
USER_019,PROD_0159,1.0
USER_028,PROD_0126,1.0
USER_029,PROD_0143,3.0
USER_002,PROD_0112,3.0
USER_004,PROD_0176,3.0
USER_024,PROD_0211,2.0
USER_016,PROD_0236,4.0
USER_037,PROD_0147,2.0
USER_012,PROD_0121,5.0
USER_025,PROD_0162,4.0
USER_038,PROD_0137,2.0
USER_030,PROD_0166,4.0
USER_017,PROD_0103,4.0
USER_019,PROD_0240,2.0
USER_005,PROD_0214,3.0
USER_038,PROD_0177,4.0
USER_017,PROD_0217,3.0
USER_013,PROD_0199,4.0
USER_007,PROD_0161,4.0
USER_037,PROD_0192,5.0
USER_019,PROD_0176,1.0
USER_026,PROD_0171,1.0
USER_037,PROD_0113,5.0
USER_032,PROD_0174,2.0
USER_039,PROD_0191,2.0
USER_013,PROD_0165,2.0
USER_007,PROD_0111,3.0
USER_029,PROD_0109,5.0
USER_024,PROD_0134,1.0
USER_019,PROD_0184,4.0
USER_012,PROD_0152,2.0
USER_035,PROD_0194,5.0
USER_033,PROD_0170,2.0
USER_017,PROD_0224,3.0
USER_022,PROD_0130,4.0
USER_005,PROD_0137,2.0
USER_026,PROD_0243,3.0
USER_006,PROD_0202,1.0
USER_017,PROD_0238,1.0
USER_030,PROD_0195,3.0
USER_038,PROD_0198,3.0
USER_007,PROD_0160,4.0
USER_002,PROD_0244,3.0
USER_040,PROD_0157,1.0
USER_030,PROD_0178,4.0
USER_008,PROD_0136,1.0
USER_003,PROD_0178,4.0
USER_008,PROD_0125,2.0
USER_035,PROD_0135,4.0
USER_030,PROD_0195,5.0
USER_027,PROD_0140,4.0
USER_007,PROD_0226,5.0
USER_027,PROD_0172,1.0
USER_024,PROD_0156,4.0
USER_029,PROD_0161,3.0
USER_007,PROD_0195,5.0
USER_023,PROD_0116,4.0
USER_018,PROD_0149,1.0
USER_030,PROD_0124,2.0
USER_039,PROD_0106,1.0
USER_022,PROD_0163,2.0
USER_037,PROD_0153,1.0
USER_036,PROD_0154,5.0
USER_014,PROD_0160,3.0
USER_010,PROD_0101,3.0
USER_010,PROD_0134,5.0
USER_017,PROD_0145,1.0
USER_002,PROD_0134,1.0
USER_023,PROD_0161,5.0
USER_021,PROD_0105,2.0
USER_017,PROD_0114,2.0
USER_027,PROD_0235,1.0
USER_005,PROD_0222,4.0
USER_024,PROD_0232,5.0
USER_007,PROD_0216,5.0
USER_015,PROD_0112,5.0
USER_020,PROD_0218,1.0
USER_004,PROD_0223,4.0
USER_028,PROD_0128,4.0
USER_029,PROD_0119,1.0
USER_021,PROD_0138,1.0
USER_009,PROD_0171,5.0
USER_038,PROD_0241,3.0
USER_025,PROD_0236,3.0
USER_030,PROD_0230,5.0
USER_028,PROD_0126,1.0
USER_036,PROD_0156,4.0
USER_029,PROD_0159,4.0
USER_022,PROD_0217,4.0
USER_027,PROD_0125,3.0
USER_028,PROD_0181,3.0
USER_024,PROD_0140,4.0
USER_005,PROD_0124,1.0
USER_006,PROD_0211,1.0
USER_024,PROD_0134,5.0
USER_004,PROD_0244,5.0
USER_022,PROD_0132,4.0
USER_023,PROD_0209,1.0
USER_019,PROD_0180,3.0
USER_007,PROD_0248,5.0
USER_014,PROD_0140,4.0
USER_015,PROD_0128,3.0
USER_036,PROD_0195,1.0
USER_018,PROD_0247,2.0
USER_028,PROD_0244,5.0
USER_040,PROD_0243,1.0
USER_039,PROD_0169,1.0
USER_012,PROD_0170,3.0
USER_022,PROD_0190,1.0
USER_012,PROD_0137,5.0
USER_026,PROD_0118,2.0
USER_002,PROD_0124,5.0
USER_014,PROD_0197,4.0
USER_030,PROD_0188,2.0
USER_024,PROD_0180,3.0
USER_037,PROD_0122,1.0
USER_010,PROD_0141,5.0
USER_004,PROD_0121,3.0
USER_029,PROD_0209,4.0
USER_039,PROD_0214,4.0
USER_018,PROD_0156,5.0
USER_008,PROD_0189,4.0
USER_008,PROD_0173,5.0
USER_032,PROD_0235,3.0
USER_003,PROD_0157,4.0
USER_039,PROD_0115,1.0
USER_014,PROD_0178,2.0
USER_009,PROD_0166,3.0
USER_021,PROD_0131,1.0
USER_032,PROD_0211,2.0
USER_009,PROD_0198,5.0
USER_015,PROD_0229,5.0
USER_023,PROD_0119,4.0
USER_003,PROD_0212,1.0
USER_030,PROD_0120,3.0
USER_037,PROD_0210,5.0
USER_026,PROD_0207,3.0
USER_008,PROD_0204,1.0
USER_021,PROD_0144,5.0
USER_030,PROD_0193,1.0
USER_028,PROD_0128,2.0
USER_028,PROD_0203,5.0
USER_006,PROD_0202,3.0
USER_022,PROD_0157,3.0
USER_011,PROD_0120,5.0
USER_008,PROD_0236,5.0
USER_013,PROD_0190,3.0
USER_010,PROD_0161,1.0
USER_010,PROD_0166,2.0
USER_012,PROD_0140,1.0
USER_012,PROD_0227,4.0
USER_037,PROD_0249,4.0
USER_037,PROD_0183,3.0
USER_010,PROD_0213,1.0
USER_031,PROD_0214,3.0
USER_018,PROD_0115,3.0
USER_033,PROD_0119,3.0
USER_030,PROD_0216,1.0
USER_004,PROD_0195,3.0
USER_005,PROD_0124,5.0
USER_039,PROD_0230,4.0
USER_030,PROD_0249,5.0
USER_003,PROD_0216,5.0
USER_013,PROD_0183,5.0
USER_031,PROD_0229,2.0
USER_004,PROD_0216,1.0
USER_022,PROD_0122,5.0
USER_012,PROD_0111,2.0
USER_029,PROD_0213,5.0
USER_034,PROD_0141,3.0
USER_024,PROD_0173,4.0
USER_027,PROD_0187,5.0
USER_004,PROD_0186,1.0
USER_022,PROD_0125,5.0
USER_025,PROD_0173,3.0
USER_039,PROD_0139,3.0
USER_006,PROD_0250,2.0
USER_023,PROD_0180,4.0
USER_009,PROD_0122,3.0
USER_036,PROD_0197,3.0
USER_009,PROD_0235,1.0
USER_028,PROD_0231,3.0
USER_002,PROD_0193,3.0
USER_012,PROD_0155,3.0
USER_032,PROD_0150,2.0
USER_009,PROD_0140,1.0
USER_019,PROD_0126,5.0
USER_035,PROD_0235,1.0
USER_022,PROD_0134,5.0
USER_025,PROD_0140,2.0
USER_012,PROD_0143,4.0
USER_003,PROD_0206,3.0
USER_016,PROD_0214,5.0
USER_019,PROD_0215,2.0
USER_035,PROD_0162,3.0
USER_031,PROD_0150,3.0
USER_037,PROD_0213,4.0
USER_019,PROD_0198,5.0
USER_034,PROD_0208,2.0
USER_013,PROD_0136,3.0
USER_004,PROD_0224,3.0
USER_036,PROD_0127,5.0
USER_008,PROD_0173,1.0
USER_011,PROD_0170,4.0
USER_033,PROD_0138,4.0
USER_006,PROD_0157,4.0
USER_023,PROD_0107,4.0
USER_004,PROD_0202,5.0
USER_024,PROD_0161,4.0
USER_006,PROD_0196,2.0
USER_002,PROD_0182,1.0
USER_022,PROD_0138,2.0
USER_003,PROD_0174,4.0
USER_009,PROD_0221,4.0
USER_040,PROD_0102,1.0
USER_002,PROD_0166,2.0
USER_010,PROD_0241,5.0
USER_034,PROD_0209,1.0
USER_019,PROD_0161,3.0
USER_008,PROD_0113,2.0
USER_027,PROD_0218,1.0
USER_008,PROD_0228,5.0
USER_035,PROD_0105,5.0
USER_037,PROD_0162,2.0
USER_019,PROD_0210,1.0
USER_040,PROD_0191,2.0
USER_037,PROD_0207,2.0
USER_006,PROD_0235,3.0
USER_005,PROD_0235,5.0
USER_033,PROD_0230,5.0
USER_002,PROD_0200,4.0
USER_003,PROD_0200,3.0
USER_017,PROD_0105,3.0
USER_005,PROD_0189,2.0
USER_007,PROD_0249,3.0
USER_009,PROD_0112,3.0
USER_035,PROD_0187,2.0
USER_030,PROD_0223,2.0
USER_009,PROD_0117,4.0
USER_003,PROD_0176,2.0
USER_003,PROD_0152,1.0
USER_021,PROD_0180,5.0
USER_026,PROD_0240,4.0
USER_017,PROD_0110,2.0
USER_019,PROD_0192,1.0
USER_022,PROD_0170,1.0
USER_024,PROD_0212,4.0
USER_029,PROD_0199,3.0
USER_012,PROD_0228,4.0
USER_024,PROD_0233,3.0
USER_006,PROD_0209,1.0
USER_028,PROD_0147,5.0
USER_019,PROD_0183,1.0
USER_006,PROD_0184,3.0
USER_020,PROD_0215,5.0
